pkg,file,line,role,vendored,tier,kind,occurrences,name,name_hex,codepoints,valid_utf8,uax31,uax31_profile,invisible,nfc,scripts,mixed_script,multi_script,confusable_ascii,casefold_divergence,case_insensitive_role,uax31_offenders
lstrojny__functional-php,lstrojny__functional-php/tests/Functional/PartialAnyTest.php,17,function_decl,False,test_code,T_NAME_QUALIFIED,1,…,e280a6,1,True,False,False,,True,Other,False,False,,False,True,U+2026 HORIZONTAL ELLIPSIS
lstrojny__functional-php,lstrojny__functional-php/tests/Functional/PartialAnyTest.php,19,const_decl,False,test_code,T_NAME_QUALIFIED,1,…,e280a6,1,True,False,False,,True,Other,False,False,,False,False,U+2026 HORIZONTAL ELLIPSIS
lstrojny__functional-php,lstrojny__functional-php/tests/Functional/PartialAnyTest.php,25,other,False,test_code,T_STRING,11,…,e280a6,1,True,False,False,,True,Other,False,False,,False,False,U+2026 HORIZONTAL ELLIPSIS
lstrojny__functional-php,lstrojny__functional-php/src/Functional/Functional.php,329,const_decl,False,production,T_STRING,1,…,e280a6,1,True,False,False,,True,Other,False,False,,False,False,U+2026 HORIZONTAL ELLIPSIS
lstrojny__functional-php,lstrojny__functional-php/src/Functional/PartialAny.php,28,other,False,production,T_STRING,3,…,e280a6,1,True,False,False,,True,Other,False,False,,False,False,U+2026 HORIZONTAL ELLIPSIS
lstrojny__functional-php,lstrojny__functional-php/src/Functional/PartialAny.php,45,function_decl,False,production,T_STRING,1,…,e280a6,1,True,False,False,,True,Other,False,False,,False,True,U+2026 HORIZONTAL ELLIPSIS
nette__di,nette__di/src/Bridges/DITracy/dist/panel.phtml,55,other,False,production,T_VARIABLE,4,ʟ_tmp,ca9f5f746d70,5,True,True,True,,True,"Common,Latin",False,False,,False,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,17,class_decl,False,test_code,T_STRING,1,ApiАдресРФ,417069d090d0b4d180d0b5d181d0a0d0a4,10,True,True,True,,True,"Cyrillic,Latin",True,True,,True,True,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,17,other,False,test_code,T_STRING,1,ApiСостав,417069d0a1d0bed181d182d0b0d0b2,9,True,True,True,,True,"Cyrillic,Latin",True,True,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,25,other,False,test_code,T_VARIABLE,12,СубъектРФ,d0a1d183d0b1d18ad0b5d0bad182d0a0d0a4,9,True,True,True,,True,Cyrillic,False,False,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,32,other,False,test_code,T_NAME_FULLY_QUALIFIED,4,ApiСвРайМО,417069d0a1d0b2d0a0d0b0d0b9d09cd09e,10,True,True,True,,True,"Cyrillic,Latin",True,True,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,32,other,False,test_code,T_VARIABLE,8,СвРайМО,d0a1d0b2d0a0d0b0d0b9d09cd09e,7,True,True,True,,True,Cyrillic,False,False,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,39,other,False,test_code,T_VARIABLE,12,Город,d093d0bed180d0bed0b4,5,True,True,True,,True,Cyrillic,False,False,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,46,other,False,test_code,T_VARIABLE,12,ВнутригРайон,d092d0bdd183d182d180d0b8d0b3d0a0d0b0d0b9d0bed0bd,12,True,True,True,,True,Cyrillic,False,False,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,53,other,False,test_code,T_VARIABLE,12,НаселПункт,d09dd0b0d181d0b5d0bbd09fd183d0bdd0bad182,10,True,True,True,,True,Cyrillic,False,False,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,60,other,False,test_code,T_VARIABLE,12,Улица,d0a3d0bbd0b8d186d0b0,5,True,True,True,,True,Cyrillic,False,False,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,68,other,False,test_code,T_VARIABLE,9,ДопАдрЭл,d094d0bed0bfd090d0b4d180d0add0bb,8,True,True,True,,True,Cyrillic,False,False,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,89,property_or_method,False,test_code,T_STRING,1,setСубъектРФ,736574d0a1d183d0b1d18ad0b5d0bad182d0a0d0a4,12,True,True,True,,True,"Cyrillic,Latin",True,True,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,90,property_or_method,False,test_code,T_STRING,1,setСвРайМО,736574d0a1d0b2d0a0d0b0d0b9d09cd09e,10,True,True,True,,True,"Cyrillic,Latin",True,True,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,91,property_or_method,False,test_code,T_STRING,1,setГород,736574d093d0bed180d0bed0b4,8,True,True,True,,True,"Cyrillic,Latin",True,True,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,92,property_or_method,False,test_code,T_STRING,1,setВнутригРайон,736574d092d0bdd183d182d180d0b8d0b3d0a0d0b0d0b9d0bed0bd,15,True,True,True,,True,"Cyrillic,Latin",True,True,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,93,property_or_method,False,test_code,T_STRING,1,setНаселПункт,736574d09dd0b0d181d0b5d0bbd09fd183d0bdd0bad182,13,True,True,True,,True,"Cyrillic,Latin",True,True,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,94,property_or_method,False,test_code,T_STRING,1,setУлица,736574d0a3d0bbd0b8d186d0b0,8,True,True,True,,True,"Cyrillic,Latin",True,True,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,95,property_or_method,False,test_code,T_STRING,1,setДопАдрЭл,736574d094d0bed0bfd090d0b4d180d0add0bb,11,True,True,True,,True,"Cyrillic,Latin",True,True,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,104,function_decl,False,test_code,T_STRING,1,getСубъектРФ,676574d0a1d183d0b1d18ad0b5d0bad182d0a0d0a4,12,True,True,True,,True,"Cyrillic,Latin",True,True,,True,True,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,106,property_or_method,False,test_code,T_STRING,3,СубъектРФ,d0a1d183d0b1d18ad0b5d0bad182d0a0d0a4,9,True,True,True,,True,Cyrillic,False,False,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,115,function_decl,False,test_code,T_STRING,1,setСубъектРФ,736574d0a1d183d0b1d18ad0b5d0bad182d0a0d0a4,12,True,True,True,,True,"Cyrillic,Latin",True,True,,True,True,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,136,function_decl,False,test_code,T_STRING,1,getСвРайМО,676574d0a1d0b2d0a0d0b0d0b9d09cd09e,10,True,True,True,,True,"Cyrillic,Latin",True,True,,True,True,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,138,property_or_method,False,test_code,T_STRING,3,СвРайМО,d0a1d0b2d0a0d0b0d0b9d09cd09e,7,True,True,True,,True,Cyrillic,False,False,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,147,function_decl,False,test_code,T_STRING,1,setСвРайМО,736574d0a1d0b2d0a0d0b0d0b9d09cd09e,10,True,True,True,,True,"Cyrillic,Latin",True,True,,True,True,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,164,function_decl,False,test_code,T_STRING,1,getГород,676574d093d0bed180d0bed0b4,8,True,True,True,,True,"Cyrillic,Latin",True,True,,True,True,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,166,property_or_method,False,test_code,T_STRING,3,Город,d093d0bed180d0bed0b4,5,True,True,True,,True,Cyrillic,False,False,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,175,function_decl,False,test_code,T_STRING,1,setГород,736574d093d0bed180d0bed0b4,8,True,True,True,,True,"Cyrillic,Latin",True,True,,True,True,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,196,function_decl,False,test_code,T_STRING,1,getВнутригРайон,676574d092d0bdd183d182d180d0b8d0b3d0a0d0b0d0b9d0bed0bd,15,True,True,True,,True,"Cyrillic,Latin",True,True,,True,True,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,198,property_or_method,False,test_code,T_STRING,3,ВнутригРайон,d092d0bdd183d182d180d0b8d0b3d0a0d0b0d0b9d0bed0bd,12,True,True,True,,True,Cyrillic,False,False,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,207,function_decl,False,test_code,T_STRING,1,setВнутригРайон,736574d092d0bdd183d182d180d0b8d0b3d0a0d0b0d0b9d0bed0bd,15,True,True,True,,True,"Cyrillic,Latin",True,True,,True,True,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,228,function_decl,False,test_code,T_STRING,1,getНаселПункт,676574d09dd0b0d181d0b5d0bbd09fd183d0bdd0bad182,13,True,True,True,,True,"Cyrillic,Latin",True,True,,True,True,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,230,property_or_method,False,test_code,T_STRING,3,НаселПункт,d09dd0b0d181d0b5d0bbd09fd183d0bdd0bad182,10,True,True,True,,True,Cyrillic,False,False,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,239,function_decl,False,test_code,T_STRING,1,setНаселПункт,736574d09dd0b0d181d0b5d0bbd09fd183d0bdd0bad182,13,True,True,True,,True,"Cyrillic,Latin",True,True,,True,True,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,260,function_decl,False,test_code,T_STRING,1,getУлица,676574d0a3d0bbd0b8d186d0b0,8,True,True,True,,True,"Cyrillic,Latin",True,True,,True,True,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,262,property_or_method,False,test_code,T_STRING,3,Улица,d0a3d0bbd0b8d186d0b0,5,True,True,True,,True,Cyrillic,False,False,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,271,function_decl,False,test_code,T_STRING,1,setУлица,736574d0a3d0bbd0b8d186d0b0,8,True,True,True,,True,"Cyrillic,Latin",True,True,,True,True,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,292,function_decl,False,test_code,T_STRING,1,getДопАдрЭл,676574d094d0bed0bfd090d0b4d180d0add0bb,11,True,True,True,,True,"Cyrillic,Latin",True,True,,True,True,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,294,property_or_method,False,test_code,T_STRING,4,ДопАдрЭл,d094d0bed0bfd090d0b4d180d0add0bb,8,True,True,True,,True,Cyrillic,False,False,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,303,function_decl,False,test_code,T_STRING,1,validateДопАдрЭлForArrayConstraintFromSetДопАдрЭл,76616c6964617465d094d0bed0bfd090d0b4d180d0add0bb466f724172726179436f6e73747261696e7446726f6d536574d094d0bed0bfd090d0b4d180d0add0bb,49,True,True,True,,True,"Cyrillic,Latin",True,True,,True,True,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,310,other,False,test_code,T_VARIABLE,6,АдресРФДопАдрЭлItem,d090d0b4d180d0b5d181d0a0d0a4d094d0bed0bfd090d0b4d180d0add0bb4974656d,19,True,True,True,,True,"Cyrillic,Latin",True,True,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,312,other,False,test_code,T_NAME_FULLY_QUALIFIED,3,ApiДопАдрЭл,417069d094d0bed0bfd090d0b4d180d0add0bb,11,True,True,True,,True,"Cyrillic,Latin",True,True,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,331,function_decl,False,test_code,T_STRING,1,setДопАдрЭл,736574d094d0bed0bfd090d0b4d180d0add0bb,11,True,True,True,,True,"Cyrillic,Latin",True,True,,True,True,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,334,other,False,test_code,T_VARIABLE,2,ДопАдрЭлArrayErrorMessage,d094d0bed0bfd090d0b4d180d0add0bb41727261794572726f724d657373616765,25,True,True,True,,True,"Cyrillic,Latin",True,True,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,334,static_member,False,test_code,T_STRING,1,validateДопАдрЭлForArrayConstraintFromSetДопАдрЭл,76616c6964617465d094d0bed0bfd090d0b4d180d0add0bb466f724172726179436f6e73747261696e7446726f6d536574d094d0bed0bfd090d0b4d180d0add0bb,49,True,True,True,,True,"Cyrillic,Latin",True,True,,True,False,
wsdltophp__packagegenerator,wsdltophp__packagegenerator/tests/resources/generated/ValidAddress.php,351,function_decl,False,test_code,T_STRING,1,addToДопАдрЭл,616464546fd094d0bed0bfd090d0b4d180d0add0bb,13,True,True,True,,True,"Cyrillic,Latin",True,True,,True,True,
hoa__math,hoa__math/Test/Unit/Combinatorics/Combination/Combination.php,60,static_member,False,test_code,T_STRING,5,Γ,ce93,1,True,True,True,,True,Greek,False,False,,True,False,
hoa__math,hoa__math/Source/Util.php,52,function_decl,False,production,T_STRING,1,δ,ceb4,1,True,True,True,,True,Greek,False,False,,False,True,
hoa__math,hoa__math/Source/Combinatorics/Combination/Combination.php,54,function_decl,False,production,T_STRING,1,Γ,ce93,1,True,True,True,,True,Greek,False,False,,True,True,
nette__mail,nette__mail/src/Bridges/MailTracy/dist/tab.phtml,11,other,False,production,T_VARIABLE,2,ʟ_tmp,ca9f5f746d70,5,True,True,True,,True,"Common,Latin",False,False,,False,False,
nette__mail,nette__mail/src/Bridges/MailTracy/dist/panel.phtml,26,other,False,production,T_VARIABLE,2,ʟ_tmp,ca9f5f746d70,5,True,True,True,,True,"Common,Latin",False,False,,False,False,
tracy__tracy,tracy__tracy/src/Tracy/Bar/dist/panels.phtml,19,other,False,production,T_VARIABLE,4,ʟ_tmp,ca9f5f746d70,5,True,True,True,,True,"Common,Latin",False,False,,False,False,
tracy__tracy,tracy__tracy/src/Tracy/Bar/dist/bar.phtml,7,other,False,production,T_VARIABLE,2,ʟ_tmp,ca9f5f746d70,5,True,True,True,,True,"Common,Latin",False,False,,False,False,
tracy__tracy,tracy__tracy/src/Tracy/Bar/dist/bar.phtml,10,other,False,production,T_VARIABLE,4,ʟ_switch,ca9f5f737769746368,8,True,True,True,,True,"Common,Latin",False,False,,False,False,
tracy__tracy,tracy__tracy/src/Tracy/Bar/dist/loader.phtml,16,other,False,production,T_VARIABLE,10,ʟ_tmp,ca9f5f746d70,5,True,True,True,,True,"Common,Latin",False,False,,False,False,
tracy__tracy,tracy__tracy/src/Tracy/BlueScreen/dist/section-exception-causedBy.phtml,17,other,False,production,T_VARIABLE,4,ʟ_tmp,ca9f5f746d70,5,True,True,True,,True,"Common,Latin",False,False,,False,False,
tracy__tracy,tracy__tracy/src/Tracy/BlueScreen/dist/section-http.phtml,31,other,False,production,T_VARIABLE,2,ʟ_tmp,ca9f5f746d70,5,True,True,True,,True,"Common,Latin",False,False,,False,False,
tracy__tracy,tracy__tracy/src/Tracy/BlueScreen/dist/section-stack-callStack.phtml,41,other,False,production,T_VARIABLE,4,ʟ_tag,ca9f5f746167,5,True,True,True,,True,"Common,Latin",False,False,,False,False,
tracy__tracy,tracy__tracy/src/Tracy/BlueScreen/dist/section-stack-callStack.phtml,45,other,False,production,T_VARIABLE,12,ʟ_tmp,ca9f5f746d70,5,True,True,True,,True,"Common,Latin",False,False,,False,False,
tracy__tracy,tracy__tracy/src/Tracy/BlueScreen/dist/section-stack-callStack.phtml,48,other,False,production,T_VARIABLE,2,ʟ_tags,ca9f5f74616773,6,True,True,True,,True,"Common,Latin",False,False,,False,False,
tracy__tracy,tracy__tracy/src/Tracy/BlueScreen/dist/section-stack-sourceFile.phtml,17,other,False,production,T_VARIABLE,12,ʟ_tmp,ca9f5f746d70,5,True,True,True,,True,"Common,Latin",False,False,,False,False,
tracy__tracy,tracy__tracy/src/Tracy/BlueScreen/dist/page.phtml,67,other,False,production,T_VARIABLE,2,ʟ_tmp,ca9f5f746d70,5,True,True,True,,True,"Common,Latin",False,False,,False,False,
tracy__tracy,tracy__tracy/src/Tracy/BlueScreen/dist/content.phtml,44,other,False,production,T_VARIABLE,6,ʟ_tmp,ca9f5f746d70,5,True,True,True,,True,"Common,Latin",False,False,,False,False,
tracy__tracy,tracy__tracy/src/Tracy/BlueScreen/dist/section-header.phtml,29,other,False,production,T_VARIABLE,6,ʟ_tmp,ca9f5f746d70,5,True,True,True,,True,"Common,Latin",False,False,,False,False,
tracy__tracy,tracy__tracy/src/Tracy/Debugger/dist/error.500.phtml,40,other,False,production,T_VARIABLE,2,ʟ_tmp,ca9f5f746d70,5,True,True,True,,True,"Common,Latin",False,False,,False,False,
wsdltophp__phpgenerator,wsdltophp__phpgenerator/tests/Element/PhpVariableTest.php,141,function_decl,False,test_code,T_STRING,1,testé,74657374c3a9,5,True,True,True,,True,Latin,False,False,,False,True,
wsdltophp__phpgenerator,wsdltophp__phpgenerator/tests/Element/PhpVariableTest.php,143,other,False,test_code,T_VARIABLE,2,é,c3a9,1,True,True,True,,True,Latin,False,False,,False,False,
sempro__phpunit-pretty-print,sempro__phpunit-pretty-print/tests/Output.php,48,function_decl,False,test_code,T_STRING,1,test should convert non breaking spaces to lowercased words,74657374c2a073686f756c64c2a0636f6e76657274c2a06e6f6ec2a0627265616b696e67c2a0737061636573c2a0746fc2a06c6f7765726361736564c2a0776f726473,59,True,False,False,U+00A0 NO-BREAK SPACE; U+00A0 NO-BREAK SPACE; U+00A0 NO-BREAK SPACE; U+00A0 NO-BREAK SPACE; U+00A0 NO-BREAK SPACE; U+00A0 NO-BREAK SPACE; U+00A0 NO-BREAK SPACE; U+00A0 NO-BREAK SPACE,True,"Common,Latin",False,False,,False,True,U+00A0 NO-BREAK SPACE; U+00A0 NO-BREAK SPACE; U+00A0 NO-BREAK SPACE; U+00A0 NO-BREAK SPACE; U+00A0 NO-BREAK SPACE; U+00A0 NO-BREAK SPACE; U+00A0 NO-BREAK SPACE; U+00A0 NO-BREAK SPACE
spryker__discount,spryker__discount/src/Spryker/Zed/Discount/Communication/Form/Constraint/SequentiallyValidator.php,38,other,False,production,T_VARIABLE,2,subСonstraint,737562d0a16f6e73747261696e74,13,True,True,True,,True,"Cyrillic,Latin",True,True,subConstraint,True,False,
nette__application,nette__application/src/Bridges/ApplicationTracy/dist/panel.phtml,131,other,False,production,T_VARIABLE,6,ʟ_tmp,ca9f5f746d70,5,True,True,True,,True,"Common,Latin",False,False,,False,False,
conduction__hydra-gates,conduction__hydra-gates/hydra-gates/scripts/test-fixtures/gate-acceptance/exception-translation/planted/lib/Controller/ThingController.php,85,other,False,production,T_STRING,1,—,e28094,1,True,False,False,,True,Other,False,False,,False,False,U+2014 EM DASH
num-num__ubl-invoice,num-num__ubl-invoice/src/EASCode.php,38,const_decl,False,production,T_STRING,1,CODICE_UNIVOCO_UNITÀ_ORGANIZZATIVA_IPA,434f444943455f554e49564f434f5f554e4954c3805f4f5247414e495a5a41544956415f495041,38,True,True,True,,True,"Common,Latin",False,False,,True,False,
num-num__ubl-invoice,num-num__ubl-invoice/src/EASCode.php,59,const_decl,False,production,T_STRING,1,ÖSTERREICHISCHE_UMSATZSTEUER_IDENTIFIKATIONSNUMMER,c39653544552524549434849534348455f554d5341545a5354455545525f4944454e544946494b4154494f4e534e554d4d4552,50,True,True,True,,True,"Common,Latin",False,False,,True,False,
num-num__ubl-invoice,num-num__ubl-invoice/src/EASCode.php,60,const_decl,False,production,T_STRING,1,ÖSTERREICHISCHES_VERWALTUNGS_BZW_ORGANISATIONSKENNZEICHEN,c3965354455252454943484953434845535f56455257414c54554e47535f425a575f4f5247414e49534154494f4e534b454e4e5a45494348454e,57,True,True,True,,True,"Common,Latin",False,False,,True,False,
num-num__ubl-invoice,num-num__ubl-invoice/src/EASCode.php,67,const_decl,False,production,T_STRING,1,AGENCIA_ESPAÑOLA_DE_ADMINISTRACIÓN_TRIBUTARIA,4147454e4349415f45535041c3914f4c415f44455f41444d494e49535452414349c3934e5f54524942555441524941,45,True,True,True,,True,"Common,Latin",False,False,,True,False,
hoa__consistency,hoa__consistency/Source/Consistency.php,346,other,False,production,T_STRING,1,…,e280a6,1,True,False,False,,True,Other,False,False,,False,False,U+2026 HORIZONTAL ELLIPSIS
hoa__console,hoa__console/Test/Unit/Cursor.php,81,function_decl,False,test_code,T_STRING,1,case_move_↑,636173655f6d6f76655fe28691,11,True,False,False,,True,"Common,Latin,Other",False,True,,False,True,U+2191 UPWARDS ARROW
hoa__console,hoa__console/Test/Unit/Cursor.php,90,function_decl,False,test_code,T_STRING,1,case_move_↑_repeated,636173655f6d6f76655fe286915f7265706561746564,20,True,False,False,,True,"Common,Latin,Other",False,True,,False,True,U+2191 UPWARDS ARROW
hoa__console,hoa__console/Test/Unit/Cursor.php,117,function_decl,False,test_code,T_STRING,1,case_move_→,636173655f6d6f76655fe28692,11,True,False,False,,True,"Common,Latin,Other",False,True,,False,True,U+2192 RIGHTWARDS ARROW
hoa__console,hoa__console/Test/Unit/Cursor.php,126,function_decl,False,test_code,T_STRING,1,case_move_→_repeated,636173655f6d6f76655fe286925f7265706561746564,20,True,False,False,,True,"Common,Latin,Other",False,True,,False,True,U+2192 RIGHTWARDS ARROW
hoa__console,hoa__console/Test/Unit/Cursor.php,153,function_decl,False,test_code,T_STRING,1,case_move_↓,636173655f6d6f76655fe28693,11,True,False,False,,True,"Common,Latin,Other",False,True,,False,True,U+2193 DOWNWARDS ARROW
hoa__console,hoa__console/Test/Unit/Cursor.php,162,function_decl,False,test_code,T_STRING,1,case_move_↓_repeated,636173655f6d6f76655fe286935f7265706561746564,20,True,False,False,,True,"Common,Latin,Other",False,True,,False,True,U+2193 DOWNWARDS ARROW
hoa__console,hoa__console/Test/Unit/Cursor.php,189,function_decl,False,test_code,T_STRING,1,case_move_←,636173655f6d6f76655fe28690,11,True,False,False,,True,"Common,Latin,Other",False,True,,False,True,U+2190 LEFTWARDS ARROW
hoa__console,hoa__console/Test/Unit/Cursor.php,198,function_decl,False,test_code,T_STRING,1,case_move_←_repeated,636173655f6d6f76655fe286905f7265706561746564,20,True,False,False,,True,"Common,Latin,Other",False,True,,False,True,U+2190 LEFTWARDS ARROW
hoa__console,hoa__console/Test/Unit/Cursor.php,311,function_decl,False,test_code,T_STRING,1,case_clear_↕,636173655f636c6561725fe28695,12,True,False,False,,True,"Common,Latin,Other",False,True,,False,True,U+2195 UP DOWN ARROW
hoa__console,hoa__console/Test/Unit/Cursor.php,338,function_decl,False,test_code,T_STRING,1,case_clear_↑,636173655f636c6561725fe28691,12,True,False,False,,True,"Common,Latin,Other",False,True,,False,True,U+2191 UPWARDS ARROW
hoa__console,hoa__console/Test/Unit/Cursor.php,365,function_decl,False,test_code,T_STRING,1,case_clear_→,636173655f636c6561725fe28692,12,True,False,False,,True,"Common,Latin,Other",False,True,,False,True,U+2192 RIGHTWARDS ARROW
hoa__console,hoa__console/Test/Unit/Cursor.php,392,function_decl,False,test_code,T_STRING,1,case_clear_↓,636173655f636c6561725fe28693,12,True,False,False,,True,"Common,Latin,Other",False,True,,False,True,U+2193 DOWNWARDS ARROW
hoa__console,hoa__console/Test/Unit/Cursor.php,419,function_decl,False,test_code,T_STRING,1,case_clear_←,636173655f636c6561725fe28690,12,True,False,False,,True,"Common,Latin,Other",False,True,,False,True,U+2190 LEFTWARDS ARROW
hoa__console,hoa__console/Test/Unit/Cursor.php,437,function_decl,False,test_code,T_STRING,1,case_clear_↔,636173655f636c6561725fe28694,12,True,False,False,,True,"Common,Latin,Other",False,True,,False,True,U+2194 LEFT RIGHT ARROW
hoa__console,hoa__console/Test/Unit/Cursor.php,871,function_decl,False,test_code,T_STRING,1,case_set_style_▋,636173655f7365745f7374796c655fe2968b,16,True,False,False,,True,"Common,Latin,Other",False,True,,False,True,U+258B LEFT FIVE EIGHTHS BLOCK
latte__latte,latte__latte/src/Bridges/Tracy/dist/panel.phtml,95,other,False,production,T_VARIABLE,2,ʟ_tmp,ca9f5f746d70,5,True,True,True,,True,"Common,Latin",False,False,,False,False,
symfony__cache,symfony__cache/Traits/ValueWrapper.php,19,class_decl,False,production,T_STRING,1,<invalid utf-8>,a9,0,False,False,False,,False,,False,False,,False,True,
beyondcode__laravel-query-detector,beyondcode__laravel-query-detector/src/Outputs/Json.php,20,other,False,production,T_VARIABLE,1,data ,64617461c2a0,5,True,False,False,U+00A0 NO-BREAK SPACE,True,"Common,Latin",False,False,,False,False,U+00A0 NO-BREAK SPACE
nette__security,nette__security/src/Bridges/SecurityTracy/dist/tab.phtml,7,other,False,production,T_VARIABLE,4,ʟ_tmp,ca9f5f746d70,5,True,True,True,,True,"Common,Latin",False,False,,False,False,
mjaschen__phpgeo,mjaschen__phpgeo/src/Bearing/BearingEllipsoidal.php,153,other,False,production,T_VARIABLE,2,φ1,cf8631,2,True,True,True,,True,"Common,Greek",False,False,,False,False,
mjaschen__phpgeo,mjaschen__phpgeo/src/Bearing/BearingEllipsoidal.php,154,other,False,production,T_VARIABLE,2,φ2,cf8632,2,True,True,True,,True,"Common,Greek",False,False,,False,False,
mjaschen__phpgeo,mjaschen__phpgeo/src/Bearing/BearingEllipsoidal.php,155,other,False,production,T_VARIABLE,2,λ1,cebb31,2,True,True,True,,True,"Common,Greek",False,False,,False,False,
mjaschen__phpgeo,mjaschen__phpgeo/src/Bearing/BearingEllipsoidal.php,156,other,False,production,T_VARIABLE,2,λ2,cebb32,2,True,True,True,,True,"Common,Greek",False,False,,False,False,
mjaschen__phpgeo,mjaschen__phpgeo/src/Bearing/BearingEllipsoidal.php,171,other,False,production,T_VARIABLE,6,λ,cebb,1,True,True,True,,True,Greek,False,False,,False,False,
mjaschen__phpgeo,mjaschen__phpgeo/src/Bearing/BearingEllipsoidal.php,176,other,False,production,T_VARIABLE,6,sinλ,73696ecebb,4,True,True,True,,True,"Greek,Latin",True,True,,False,False,
mjaschen__phpgeo,mjaschen__phpgeo/src/Bearing/BearingEllipsoidal.php,177,other,False,production,T_VARIABLE,6,cosλ,636f73cebb,4,True,True,True,,True,"Greek,Latin",True,True,,False,False,
mjaschen__phpgeo,mjaschen__phpgeo/src/Bearing/BearingEllipsoidal.php,178,other,False,production,T_VARIABLE,2,sinSqσ,73696e5371cf83,6,True,True,True,,True,"Greek,Latin",True,True,,False,False,
mjaschen__phpgeo,mjaschen__phpgeo/src/Bearing/BearingEllipsoidal.php,180,other,False,production,T_VARIABLE,8,sinσ,73696ecf83,4,True,True,True,,True,"Greek,Latin",True,True,,False,False,
